session_id,target
1,0.00030435643801668915
2,2.6267361016932285e-06
3,9.05244218547296e-07
4,5.549976800094424e-07
5,0.00018840669647057087
6,6.14731083580165e-05
7,0.0026287266080501567
8,0.001708082892713204
9,0.00012094784483468545
10,0.0030116089705982375
11,0.00011702582654045327
12,1.5200657918842863e-05
13,7.344163934242844e-05
14,0.021353990224919475
15,0.0008479038929083781
16,0.00034124132181900677
17,0.020894743954822315
18,1.3423242041252287e-05
19,0.002384286791038255
20,1.8724326274847918e-06
21,0.035027960999437384
22,2.9966162760315477e-05
23,0.00025582055692516183
24,0.01141202076284024
25,0.07851601553428432
26,9.460863805797803e-06
27,0.00012751892362363024
28,7.52731417511027e-07
29,0.02105755937455074
30,0.0014546582015204335
31,0.02869362877710658
32,0.017079065376987307
33,0.00011414562741653522
34,1.530867781544081e-05
35,0.018983902176725836
36,0.00061087841510228
37,7.203531858675407e-08
38,2.6350942317378613e-06
39,0.00039357673616751456
40,1.0134394236009365e-05
41,0.0016722123295904385
42,0.006371060191419587
43,9.282885456945154e-05
44,0.000110605679834685
45,0.1411753055854014
46,0.00022171165691095343
47,0.00033125844977512016
48,6.191480204977754e-05
49,0.00024679775152536455
50,7.048620169910329e-06
51,2.234936471754278e-07
52,0.00010755910341555191
53,0.02292579680890217
54,0.0007494764611454078
55,0.0003881500722347845
56,0.019194685941825003
57,1.4355582646799147e-06
58,1.571424312237675e-05
59,1.9305301967888803e-05
60,2.472699438779535e-06
61,7.5548089351496936e-06
62,0.00021710612238811015
63,1.3058562372451486e-05
64,0.0005682413620801854
65,1.0130615364562723e-05
66,5.618942955000321e-06
67,0.00014572851521594366
68,0.001636036913846127
69,0.05711052215243806
70,4.161502641335882e-05
71,0.001555245630053415
72,0.0005145468470601587
73,0.17745572704053064
74,7.069208045598547e-05
75,0.0002070890046120341
76,0.002260973086455157
77,0.0016728461246946456
78,0.004660368643881852
79,0.00013478909283527713
80,8.05640317517884e-06
81,1.1401639359504626e-05
82,0.0014136547170036868
83,1.1085380203735724e-06
84,0.48635461674330116
85,0.00014984873878159916
86,5.568748288131303e-06
87,0.005724801504455887
88,0.0012398740643867448
89,0.001939719125815517
90,0.052269805563775626
91,3.193878468405971e-05
92,4.958050404476733e-06
93,0.04590836421797122
94,0.0001610056118212851
95,0.09385745554504872
96,2.892683577340535e-06
97,0.0012785692969316392
98,2.2067431563055085e-05
99,1.766150671279036e-05
100,0.00018095765563112842
101,4.7578071742406514e-05
102,0.1272012726345175
103,0.0001862194632342847
104,0.000272750861875556
105,0.00016370434806865238
106,5.4243985096823174e-05
107,0.013345137193140878
108,0.00017785279015504563
109,6.4172805611018265e-06
110,1.7328263913554307e-05
111,0.0005926388572896604
112,4.722645919166789e-07
113,0.0005625724115416997
114,2.5192587421214313e-06
115,3.602313576613701e-05
116,3.5578830696475146e-05
117,0.000192237795927423
118,0.006063072987353626
119,0.0002611940440270206
120,0.0010615518161954912
121,1.742031015693434e-05
122,2.813848258991794e-05
123,5.2271887008968976e-05
124,0.0002620818069213447
125,0.002029317879182133
126,2.645138252244477e-06
127,1.2311756636768112e-06
128,4.731388942196574e-05
129,0.00454923089089954
130,0.0055377280667710605
131,0.00022505672622127705
132,0.0030627548547670384
133,0.0026548878286457907
134,4.7164005711556544e-05
135,2.6876954986797267e-06
136,0.0010924495416743023
137,5.989649860901709e-05
138,0.004808403081893153
139,6.862718353587451e-06
140,8.120000621474391e-05
141,4.7148647594165364e-07
142,3.3073585046933676e-05
143,0.00012021453950591684
144,0.0037702972079398586
145,2.0353364824813297e-06
146,0.000662024485255253
147,6.186710055197543e-05
148,0.0035501702079340745
149,0.002530772082708245
150,0.03464571064179303
151,1.5092247187809936e-06
152,0.021311721551962478
153,7.296852556722288e-05
154,0.00011479273671592891
155,0.00019692097760791588
156,2.4185200748582803e-05
157,1.7203110513750326e-05
158,0.0016886501993777126
159,0.00011561227474576217
160,2.2625816985704685e-05
161,0.006084735333015629
162,7.517917557424772e-05
163,0.0004923696760454696
164,0.004781089715662349
165,8.996472981305716e-06
166,1.1332649734106524e-05
167,0.011902778621504585
168,0.002530772082708245
169,0.001958557790659723
170,0.0005252623319520206
171,0.002792458500862914
172,0.000815110918833225
173,0.00030060267391110375
174,0.0009320426550394614
175,0.20679795434728593
176,0.00425938323099349
177,0.013699718149095826
178,1.0017820257521208e-05
179,0.00015071185615082869
180,0.001487761948802254
181,3.9043917241156406e-05
182,0.0013653753948378888
183,2.0162001240626865e-05
184,0.00013035554118983076
185,0.00011493936132082851
186,0.0007244821853364087
187,4.077747424701693e-06
188,3.3971003934123552e-06
189,0.003526918233561321
190,0.00031614204119754684
191,7.316534919495222e-05
192,3.2550621321459456e-05
193,0.005598731673095602
194,0.0008130357007227928
195,5.62750961679245e-05
196,2.2854862087406207e-05
197,0.001085884802331309
198,0.0031877430198656445
199,0.01383730651003726
200,1.6874492514849625e-05
201,0.00018161344218277253
202,0.02066871234142301
203,3.2896287924549986e-06
204,0.0002357225220744371
205,0.005379408453573997
206,1.1559540341926822e-08
207,0.0008258554688382882
208,0.0011037121491521498
209,2.5730677717035494e-06
210,0.010096774256480544
211,0.0013134746376079226
212,0.011446925640105056
213,1.3978440081121727e-05
214,0.021022487278709413
215,0.0010329583237254378
216,0.004621839850171424
217,0.03442375239422868
218,0.001575448711509998
219,0.00028289291558061954
220,0.002766258896269075
221,0.0034816370305103942
222,4.492594292089405e-05
223,0.035746625979510095
224,0.0011877666425001486
225,0.015299100801281171
226,0.00581813848341051
227,0.004062105639843214
228,0.0007698442488160271
229,4.2645350618217534e-05
