session_id,target
1,0.00023715058566484772
2,4.978228555493914e-07
3,1.9864042878567337e-06
4,9.372163587919166e-07
5,0.0001780173491423242
6,7.391118068817862e-05
7,0.005894733076856873
8,0.002251713303833105
9,6.115194074350092e-05
10,0.0021233492754200206
11,0.0003598543795019563
12,2.553761213746745e-05
13,5.628204327779751e-05
14,0.02167485123508898
15,0.0010353117136767075
16,0.0002916371061205754
17,0.0034209617266566313
18,1.7662498340043606e-05
19,0.004235358913861883
20,2.3317340643271482e-06
21,0.06799913926475663
22,1.81221939292862e-06
23,0.0005694893433727278
24,0.0006384145361382752
25,0.02006374126150825
26,1.2066232899298106e-05
27,0.00011505531057742725
28,7.725804650515435e-07
29,0.01913124590571386
30,0.0005196678543354952
31,0.029676543016504724
32,0.02746652599034598
33,0.00011822735083804448
34,1.33589088548705e-05
35,0.02373513681950785
36,0.0014587611996044545
37,1.4597516592454445e-07
38,9.431559105936917e-07
39,0.0005196678543354952
40,8.785011448307784e-06
41,0.002764270218491977
42,0.0011080255683268148
43,0.00017384386852711538
44,4.989992713275888e-05
45,0.17451991081242937
46,8.359674815876819e-05
47,0.00039488466312349646
48,4.526790872594223e-05
49,0.00028267600335991623
50,8.604516800401047e-06
51,6.027861739765285e-07
52,0.0001550201685713647
53,0.0599799815866612
54,0.0006314969573102192
55,0.00041377384377641564
56,0.001315424818365437
57,2.4799500439188047e-06
58,2.7466427502922332e-05
59,6.214818198592324e-06
60,2.0384008456709774e-06
61,9.900127010850273e-06
62,0.0006861309397008553
63,9.3473811767158e-06
64,0.0009286083291233408
65,6.739814781618768e-06
66,4.529035981329715e-06
67,0.00037126127081727546
68,0.0004883882987682291
69,0.14668302459588467
70,5.9137381916940754e-05
71,0.0005201453732899924
72,0.00021741774128077133
73,0.00358869396543672
74,1.741910223444164e-05
75,0.00039063300370846353
76,0.0009623405327586711
77,0.0026089098013485647
78,0.003600697538197586
79,0.0002102667691951797
80,2.904576427433076e-05
81,3.847738586137367e-05
82,0.00015187308666104877
83,2.170441103647877e-07
84,0.8625634103384714
85,0.000144563033759393
86,3.476703632355611e-06
87,0.007749639740629451
88,0.0016599532466239188
89,0.003458604412952411
90,0.1117235352728165
91,5.1886833759880084e-05
92,2.009733115068486e-06
93,0.028273038992082354
94,0.00011550588569445587
95,0.004373904215609076
96,1.5247695450608953e-06
97,0.0008089798747771386
98,2.65898071028683e-05
99,2.3588779630563428e-05
100,0.0011581165011631835
101,0.00013867203872404557
102,0.005272339645973308
103,0.0003310033984117382
104,0.00034460423679289083
105,0.00011859423203852037
106,7.560408683521631e-05
107,0.0006771069185779698
108,9.133107499014357e-05
109,1.9922144549763167e-05
110,3.18240351764331e-05
111,0.0013493826577114713
112,5.926195599427188e-07
113,0.0009301447943300648
